target,transformed_text
1,ur hmv quiz currently maximize ur send hmv1 86688 ur hmv quiz current maxim ur send hmv1 86688
0,check errors difficulties correction check error difficulti correct
0,howz pain hope u r fine howz pain hope u r fine
0,sorry call later sorri call later
0,good morning princess good morn princess
0,entered cabin pa said happy boss felt special askd 4 lunch lunch invited apartment went enter cabin pa said happi boss felt special askd 4 lunch lunch invit apart went
0,u wake already thanx 4 e tau sar piah quite nice u wake alreadi thanx 4 e tau sar piah quit nice
0,k need login anything k need login anyth
1,dont forget place many free requests wish information call 08707808226 dont forget place mani free request wish inform call 08707808226
0,lol busy lol busi
0,u wearing u wear
0,message text missing sender name missing number missing sent date missing missing u lot thats everything missing sent via messag text miss sender name miss number miss sent date miss miss u lot that everyth miss sent via
0,oh usual vijay film different oh usual vijay film differ
1,know u u know send chat 86688 let find rcvd ldn 18 years know u u know send chat 86688 let find rcvd ldn 18 year
0,good day mine really busy much tomorrow night good day mine realli busi much tomorrow night
0,way send shade stuff wonderful way send shade stuff wonder
0,really tot ur paper ended long ago wat u copied jus got use u happy lar still haf 2 study realli tot ur paper end long ago wat u copi ju got use u happi lar still haf 2 studi
1,thank winner notified sms good luck future marketing reply stop 84122 customer services 08450542832 thank winner notifi sm good luck futur market repli stop 84122 custom servic 08450542832
0,babe lost babe lost
0,ok help ask working tmr ok help ask work tmr
0,driving raining get caught e mrt station lor drive rain get caught e mrt station lor
0,drop tank drop tank
0,said text one time said text one time
0,sorry call later sorri call later
0,ok go change also ok go chang also
1,1000 girls many local 2 u r virgins 2 r ready 2 4fil ur every sexual need u 4fil text cute 69911 1000 girl mani local 2 u r virgin 2 r readi 2 4fil ur everi sexual need u 4fil text cute 69911
0,u find sitter kaitlyn sick slept day yesterday u find sitter kaitlyn sick slept day yesterday
0,sorry man accidentally left phone silent last night check til got sorri man accident left phone silent last night check til got
0,hey something came last min think wun signing tmr hee hey someth came last min think wun sign tmr hee
0,adult would learn experience real danger dont like peeps using drugs dont need comment adult would learn experi real danger dont like peep use drug dont need comment
0,hey veggie pizza hey veggi pizza
0,yun buying school got offer 2000 plus yun buy school got offer 2000 plu
0,sure neighbors didnt pick sure neighbor didnt pick
0,sent sent
1,free entry 2 wkly comp win fa cup final tkts 21st may text fa 87121 receive entry question std txt rate c apply 08452810075over18 free entri 2 wkli comp win fa cup final tkt 21st may text fa 87121 receiv entri question std txt rate c appli 08452810075over18
0,new theory argument wins situation loses person dont argue ur friends kick amp say always correct new theori argument win situat lose person dont argu ur friend kick amp say alway correct
0,well im computerless time make oreo truffles well im computerless time make oreo truffl
0,haha yeah see sec haha yeah see sec
0,number sir number sir
0,lol hot air balloon lol hot air balloon
0,ok come soon come otherwise tomorrow ok come soon come otherwis tomorrow
0,msgs r time silently say thinking u right also making u think least 4 moment gd drms shesil msg r time silent say think u right also make u think least 4 moment gd drm shesil
0,yeah probably swing roommate finishes girl yeah probabl swing roommat finish girl
1,got takes 2 take part wrc rally oz u lucozade energy text rally le 61200 25p see packs itcould u got take 2 take part wrc ralli oz u lucozad energi text ralli le 61200 25p see pack itcould u
0,happy new years melody happi new year melodi
0,ìï dun need pick ur gf ìï dun need pick ur gf
0,yay better told 5 girls either yay better told 5 girl either
0,horrible u eat macs eat u forgot abt already rite u take long 2 reply thk toot b4 b prepared wat shall eat horribl u eat mac eat u forgot abt alreadi rite u take long 2 repli thk toot b4 b prepar wat shall eat
0,say fantastic chance anything need bigger life lift losing 2 live think would first person 2 die n v q say fantast chanc anyth need bigger life lift lose 2 live think would first person 2 die n v q
0,nw came hme da nw came hme da
0,outside islands head towards hard rock run outsid island head toward hard rock run
0,day class class day class class
0,chennai velachery chennai velacheri
0,flippin shit yet flippin shit yet
0,k give sec breaking lt gt cstore k give sec break lt gt cstore
0,much bad avoid like much bad avoid like
0,yo around got car back yo around got car back
0,annoying annoy
0,goodmorning today late lt gt min goodmorn today late lt gt min
0,point hangin mr right makin u happy point hangin mr right makin u happi
0,come correct good looking figure come correct good look figur
0,case guess see campus lodge case guess see campu lodg
0,done done
0,come home one last time wont anything trust come home one last time wont anyth trust
0,night worrying appt shame missed girls night quizzes popcorn hair night worri appt shame miss girl night quizz popcorn hair
1,sex ur mobile free sexy pic jordan text babe every wk get sexy celeb 4 pics 16 087016248 sex ur mobil free sexi pic jordan text babe everi wk get sexi celeb 4 pic 16 087016248
0,ok c ya ok c ya
1,1 new voicemail please call 08719181503 1 new voicemail pleas call 08719181503
0,said matter mind saying matter said matter mind say matter
0,also knows lunch menu know also know lunch menu know
0,al moan n e thin goes wrong fault al de arguments r fault fed himso bother hav 2go al moan n e thin goe wrong fault al de argument r fault fed himso bother hav 2go
0,neft transaction reference number lt gt rs lt decimal gt credited beneficiary account lt gt lt time gt lt gt neft transact refer number lt gt rs lt decim gt credit beneficiari account lt gt lt time gt lt gt
0,otherwise part time job otherwis part time job
0,know called know call
0,also da feel yesterday night wait til 2day night dear also da feel yesterday night wait til 2day night dear
0,thanks understanding trying tell sura thank understand tri tell sura
1,win year supply cds 4 store ur choice worth enter weekly draw txt music 87066 ts cs win year suppli cd 4 store ur choic worth enter weekli draw txt music 87066 ts cs
0,whole car appreciated last two dad map reading semi argument apart things going p whole car appreci last two dad map read semi argument apart thing go p
1,sim subscriber selected receive bonus get delivered door txt word ok 88600 claim exp 30apr sim subscrib select receiv bonu get deliv door txt word ok 88600 claim exp 30apr
0,need strong arms need strong arm
0,also maaaan missing also maaaan miss
0,bday real april bday real april
0,guessin ai gon na 9 guessin ai gon na 9
0,ok come ur home half hour ok come ur home half hour
0,yo game almost want go walmart soon yo game almost want go walmart soon
0,yeah probably sure ilol let u know personally wuldnt bother ur goin mite well yeah probabl sure ilol let u know person wuldnt bother ur goin mite well
0,text creepy like wo think forgot text creepi like wo think forgot
0,would good phone tomo lunchtime shall organise something would good phone tomo lunchtim shall organis someth
1,1 new voicemail please call 08719181513 1 new voicemail pleas call 08719181513
0,damn make tonight want wait til tomorrow damn make tonight want wait til tomorrow
0,k k also fine complete course k k also fine complet cours
0,true passable get high score apply phd get 5years salary makes life easier true passabl get high score appli phd get 5year salari make life easier
1,1 nokia tone 4 ur mob every week txt nok 87021 1st tone free get txtin tell ur friends 16 reply hl 4info 1 nokia tone 4 ur mob everi week txt nok 87021 1st tone free get txtin tell ur friend 16 repli hl 4info
0,prakesh know prakesh know
0,teach apps da come college teach app da come colleg
0,rofl betta invest anti aging products rofl betta invest anti age product
1,winner u specially selected 2 receive cash 4 holiday flights inc speak live operator 2 claim 0871277810810 winner u special select 2 receiv cash 4 holiday flight inc speak live oper 2 claim 0871277810810
0,sir receive account another 1hr time sorry delay sir receiv account anoth 1hr time sorri delay
1,reply name address receive post weeks completely free accommodation various global locations repli name address receiv post week complet free accommod variou global locat
